K14018	409219
K25532	411495
K10479	411991
K14009	413613
K14005	409968
K11155	552377
K14004	410030
K14016	412868
K14015	409841
K19970	410539
K24841	725963
K13356	100578329
K13356	100578814
K02090	408325
K13356	552110
K11433	102653839
K00804	727189
K07192	726243
K15033	410376
K12670	552051
K10146	409222
K05648	414029
K22738	412439
K04547	725453
K19283	412301
K13517	552342
K08267	413223
K09560	411171
K06058	724935
K19601	726433
K18078	102655054
K17619	102653960
K08596	725270
K18669	411871
K05736	726405
K04428	409125
K04730	551608
K07359	413153
K07209	726760
K17541	413759
K05125	408922
K05125	725150
K05128	408278
K07189	100578066
K17570	100578512
K17606	102656107
K01283	726599
K17732	100579052
K01273	409231
K01273	412926
K01273	552636
K08654	408618
K09648	102654681
K13051	100578894
K03120	410753
K14650	727574
K03130	725044
K03127	102653702
K09031	724169
K09048	100576912
K14780	725837
K15464	409667
K11600	412345
K12504	412735
K12505	551463
K00816	724811
K01047	406141
K14621	725668
K01883	725909
K01873	727495
K01875	102655284
K11140	551224
K10273	726706
K11844	725435
K26076	409350
K11262	552286
K15290	408613
K15323	100576272
K15322	100576366
K01027	409157
K15294	552844
K15296	552830
K15306	412315
K15305	413494
K01476	552556
K14008	411006
K10744	412488
K11653	412046
K11668	725795
K11669	409994
K11672	551521
K05955	551732
K10350	409106
K14010	410172
K14011	409584
K08492	551467
K15791	412569
K19948	412959
K01587	551966
K09396	725966
K01374	551290
K06114	551291
K01441	551419
K02513	551445
K04506	410808
K04510	551508
K03362	551517
K00507	551527
K09556	551546
K06229	410354
K11488	725717
K10373	408583
K02649	408577
K10428	408585
K03109	725743
K09057	408449
K06027	725680
K10443	410191
K10417	726015
K02266	726042
K12319	408880
K09533	411060
K01931	724242
K12185	724720
K12172	726272
K12236	412455
K12272	410469
K12303	412620
K12349	409628
K12351	412170
K12353	551484
K08056	409911
K04430	410575
K04657	410035
K06234	410157
K09488	550968
K02830	551008
K08272	409886
K04370	725855
K01540	725991
K05725	724973
K02296	725614
K11314	408384
K05727	725928
K08819	409965
K01373	408851
K06129	552091
K11143	412174
K01446	412484
K01201	409708
K01201	409709
K01205	551437
K01137	550869
K10269	724642
K11651	412077
K11501	725879
K01136	724550
K01158	413489
K04496	409158
K11414	551260
K09561	551229
K01285	551273
K01784	409499
K08049	552535
K10362	726044
K11494	552695
K11494	408321
K11540	410408
K10627	725208
K10632	409251
K10524	100187709
K01187	411257
K09186	408716
K10571	551371
K11803	412932
K11996	724496
K09884	410915
K04453	551131
K00502	411200
K12318	408879
K08066	408615
K00522	408663
K09448	408616
K11804	408820
K11790	412472
K09288	551682
K01077	551687
K11789	412676
K09667	551425
K09378	410304
K06051	410351
K06052	411086
K02326	726923
K11671	726946
K04447	726002
K12323	724571
K24200	551871
K05702	410161
K04508	410184
K05128	410190
K09552	410289
K01104	725118
K09086	726594
K12667	412045
K01431	409250
K01897	409515
K03954	413340
K06272	413354
K11852	413357
K10317	413363
K04677	413371
K11420	413388
K04431	413389
K09562	409521
K07830	409529
K11412	409532
K01092	409693
K08496	412913
K05126	412667
K01079	412674
K10844	412700
K04507	412708
K03354	412712
K01410	412784
K05605	412796
K11140	412808
K11416	412846
K11447	412863
K01192	409334
K10590	409382
K11415	552701
K11417	413728
K06685	409540
K10878	726963
K00106	724718
K16330	412233
K05313	412949
K10588	408749
K11824	411147
K00106	724933
K00507	107965749
K00799	725942
K10410	551085
K00006	726445
K02272	726297
K10409	552070
K07963	409166
K11463	409170
K12741	552027
K02449	409462
K01950	409487
K07766	409489
K00264	413372
K01049	406104
K00140	409736
K02936	409528
K08827	725406
K05956	726822
K03237	726500
K11592	552127
K11584	551258
K02947	409552
K03676	727309
K01512	724904
K02180	410050
K11252	724633
K01057	551785
K04802	727275
K03033	551550
K11086	409356
K00565	412277
K02128	409148
K00901	551069
K01641	413763
K03671	409451
K04565	409398
K10885	552750
K11436	412580
K08856	412070
K01869	412282
K04799	412308
K01870	726483
K01251	551762
K03250	551242
K01754	552523
K09313	551460
K09481	724188
K00784	726874
K04703	412008
K03036	408397
K03039	409168
K05765	725718
K01952	552657
K09578	551817
K07943	411085
K08334	408834
K07374	550827
K03671	410120
K11251	724678
K09650	412194
K03017	412547
K11267	551462
K06965	551216
K00901	408809
K01895	409624
K03035	409880
K03144	412010
K00012	413356
K03124	411965
K10881	552741
K01409	413534
K08824	413286
K03259	551901
K03650	725337
K00963	412069
K01578	552823
K06699	725550
K00587	726380
K02134	552682
K00604	726626
K09580	551435
K00453	410828
K03165	552787
K10877	552169
K11251	551779
K00798	552180
K06201	725954
K01527	726620
K09114	724047
K01858	551143
K00940	409861
K00981	551231
K04676	409301
K03948	552809
K08516	552555
K02145	551093
K10843	551734
K09215	410399
K06698	410403
K02207	410838
K00876	410076
K01883	411167
K11088	724533
K02976	726789
K04649	726145
K02957	551125
K05931	411458
K01489	727234
K00621	411757
K04393	411134
K10389	411508
K04798	552807
K02564	409520
K00417	551757
K02997	409202
K00671	552485
K04515	551691
K03522	551710
K00161	551103
K03120	550692
K02599	413289
K01889	413139
K07023	552514
K08875	551424
K01756	410482
K07203	409393
K01265	551771
K02325	724891
K03038	408413
K03246	409258
K04079	411700
K11585	410395
K02915	727128
K00029	409682
K02979	724531
K07375	410996
K06063	551225
K02726	409802
K10875	409447
K00602	412467
K00128	550687
K09880	411809
K03940	408909
K00237	725566
K02150	552720
K01443	551952
K08824	411507
K00486	551858
K02922	552494
K03015	552599
K00948	551448
K00457	725400
K00685	412018
K02941	550711
K10849	551316
K06671	727407
K00967	551931
K03264	408573
K08339	551057
K00901	413071
K02943	725884
K02152	551961
K04564	410082
K03538	727419
K03241	411974
K06704	409611
K05758	551784
K10752	552200
K07942	724676
K09250	725076
K08193	550691
K09613	551410
K10580	409386
K11374	412937
K02870	550715
K08054	552528
K03678	551855
K04456	413430
K02209	551903
K10599	408750
K10141	411048
K04354	410604
K09272	726058
K01613	727050
K02985	551330
K10841	724695
K01265	724879
K00033	552712
K06070	412608
K03065	409198
K03252	551184
K11130	724638
K03521	410308
K01634	551593
K10416	411816
K02962	724233
K06820	410785
K06662	724559
K06678	413691
K07179	550969
K01724	411607
K00940	412782
K03349	411942
K02729	551956
K00868	552663
K02320	725611
K00858	408470
K09355	408763
K02731	410095
K11269	726742
K00234	550667
K02540	411640
K07375	410994
K06125	724350
K02147	551721
K09498	551295
K03687	551769
K02136	552699
K01194	410795
K03141	550895
K08341	725184
K02900	552318
K00831	412670
K08337	726637
K02885	724186
K08490	552117
K03137	724355
K08991	725951
K08734	724296
K03593	551442
K01262	409172
K11251	552322
K02857	412319
K11275	725238
K03178	410958
K09493	409134
K02133	551766
K00286	412234
K10751	551918
K01940	412923
K00665	411959
K08826	408664
K03128	409906
K01870	551629
K02989	409728
K06185	413252
K02263	412396
K04392	551554
K11324	408575
K00275	409066
K01939	409299
K00856	408441
K02151	552476
K11253	725272
K08851	409272
K03126	410305
K01074	408426
K10435	411870
K08193	552293
K08816	551773
K06677	412035
K10908	725579
K03234	409167
K07964	725623
K10391	411226
K04412	410208
K04352	410811
K03022	411191
K00966	409329
K13347	551171
K13348	727505
K14964	413573
K13102	411491
K05677	552495
K09067	724458
K13143	411711
K13355	413491
K13105	725042
K10405	726506
K01719	408847
K01881	726436
K09527	410037
K03357	413293
K04567	551538
K00720	411552
K00864	409199
K06630	408951
K01255	410627
K09494	409809
K03509	726583
K01277	412232
K00026	408950
K02910	413875
K01372	724901
K07936	410280
K00558	726540
K13356	551233
K11187	552429
K13096	409536
K13098	552303
K13091	552289
K13106	408712
K13238	552000
K12897	725195
K12795	551201
K12896	727087
K12891	409862
K01598	412189
K13092	409497
K13108	410672
K13110	412412
K13089	552452
K02087	409590
K13099	551827
K13115	551191
K13138	411469
K13142	413625
K11519	727262
K07904	551603
K05096	413303
K04671	413895
K12581	551045
K12494	411463
K11248	551100
K00910	413197
K12486	550748
K12495	413410
K04405	726612
K10887	726638
K12488	413683
K12890	410040
K25471	410601
K13342	413880
K13343	552256
K13288	725736
K13250	551559
K13093	408387
K13344	727257
K13345	552596
K13094	410688
K13095	411122
K13154	552308
K13338	413666
K13191	409283
K13196	411629
K12169	410136
K12174	411718
K12181	408424
K04681	411627
K01784	411633
K10770	411649
K11315	411658
K08791	411678
K10456	411679
K12191	552786
K12182	410510
K12196	409756
K03440	100577346
K03440	724767
K10645	550708
K07827	410812
K12200	412662
K12231	726254
K03964	551660
K12194	411857
K01099	412731
K12190	412076
K05127	410685
K04511	410724
K06276	410732
K08776	410769
K12161	551580
K12189	412381
K12186	551408
K12173	412589
K08770	412353
K05613	406113
K00501	408930
K00623	408934
K00693	552328
K10582	412360
K01519	726205
K12198	408939
K11662	409765
K11862	413699
K11864	552601
K11438	408925
K04079	408928
K13100	724331
K13103	408611
K11858	409985
K11860	408678
K11866	724789
K10593	409099
K11885	552049
K12183	409438
K07192	551337
K01697	551341
K04280	551388
K10350	725599
K11863	410162
K04512	409001
K12195	410883
K11147	412304
K10442	551868
K03122	412268
K06279	412172
K08703	408855
K00472	408862
K09100	410669
K11493	410681
K04445	411630
K10719	406152
K03506	725835
K05658	551167
K11268	552245
K03515	726862
K06704	410609
K08735	725348
K02156	412427
