K14018	656630
K19558	660885
K25191	659582
K14005	662488
K14004	657583
K14015	659535
K19970	663694
K24841	103312897
K10777	657210
K01358	663531
K09054	663194
K02090	661807
K09331	655465
K01835	654888
K01482	656887
K00804	660091
K07192	660777
K15033	662586
K15627	655920
K06269	656485
K12670	657450
K01444	663067
K05648	661331
K22738	660414
K11374	663191
K04547	660827
K19283	660300
K01596	661705
K11344	658758
K01456	664307
K12505	658669
K19601	662068
K09216	663753
K13024	663934
K11093	662320
K12668	655163
K13485	100142320
K11255	656017
K04498	664565
K26076	656138
K11844	655219
K04507	656124
K03354	663481
K01196	662526
K03125	658493
K11262	658362
K10755	656317
K10755	663583
K03133	658474
K11251	655309
K11251	662392
K15290	657877
K11292	655543
K23222	107399005
K06224	655104
K13528	100142329
K02084	662893
K04565	660957
K04565	659556
K11089	656827
K01540	662497
K11099	656057
K10756	655220
K13577	661776
K01476	655366
K06641	661264
K11883	662963
K01027	657047
K15322	100142167
K07192	660557
K11252	658009
K11406	655770
K11404	657899
K15296	661926
K06158	661570
K13220	660199
K00029	657607
K00029	657686
K11436	663225
K05931	661664
K01899	660087
K00164	663572
K11411	655430
K11468	663605
K09201	661508
K11290	662594
K04499	660254
K01648	656728
K11438	655557
K06062	658128
K11412	657506
K00167	663575
K21987	103314976
K03650	658017
K04630	103314873
K01772	658726
K10576	656730
K15305	656955
K19001	103314770
K14008	659968
K11304	664310
K11668	661001
K11669	662055
K11672	655949
K10350	657273
K03130	662192
K14010	655979
K14011	663535
K08492	658484
K15791	656360
K01254	661729
K00665	658944
K00665	659179
K00665	658024
K00665	660178
K00665	660113
K10596	654916
K08866	662564
K10744	656434
K04280	655141
K00626	663885
K00626	662066
K01446	658396
K01446	657880
K03938	662710
K03456	656557
K01363	663066
K11584	664455
K11584	659798
K11586	656190
K04445	658616
K11590	658030
K11271	656446
K11140	657312
K11578	662091
K06226	660618
K11592	657440
K11583	659659
K11583	658209
K00815	659321
K00819	661018
K11390	663988
K03134	658913
K03132	660666
K03132	656924
K00658	659954
K11428	657891
K04392	656798
K11422	657811
K06101	660094
K11424	662527
K01834	659747
K11429	663776
K08738	659690
K06709	663231
K01908	657761
K10695	659139
K01900	661403
K01874	657661
K01874	660255
K11414	661728
K11415	661574
K11416	661871
K11417	658898
K11418	659238
K11421	658295
K09186	658843
K00868	661714
K02516	657559
K11420	661193
K09396	100142409
K11317	663595
K04506	660139
K07759	655744
K04432	661608
K18751	107398242
K09499	655805
K08220	107397418
K05330	103312355
K22074	103312356
K18438	662695
K09203	659436
K00854	658259
K12176	655097
K21246	100141991
K08024	103315017
K02350	662786
K18438	662723
K03265	660337
K10262	103315029
K02983	660521
K01613	662070
K00799	655250
K00799	107398495
K00799	654964
K00799	654906
K00799	655739
K00799	655331
K00799	655415
K00799	655174
K00799	107397424
K00799	655499
K02973	662141
K13250	658071
K10373	656904
K03881	803822
K09487	660193
K10263	100142053
K05749	656140
K05208	658152
K09057	655431
K09884	656743
K07209	655324
K04534	655023
K12319	659006
K09533	662015
K02211	660097
K01931	660865
K12236	659177
K12163	663257
K12185	660606
K12172	655426
K12272	660505
K12349	657315
K12350	659870
K12350	664240
K12351	663944
K12353	654894
K09322	103315016
K08155	659437
K00599	656240
K01077	661869
K02726	657161
K02885	655723
K11585	661786
K06173	103315015
K00757	656823
K01176	103315140
K08832	657236
K03469	659221
K08991	656130
