103312192	tca00010
103313429	tca00010
103314817	tca00010
107398462	tca00010
654888	tca00010
654905	tca00010
654959	tca00010
655038	tca00010
655824	tca00010
655896	tca00010
656164	tca00010
656328	tca00010
656521	tca00010
656589	tca00010
656993	tca00010
657070	tca00010
657374	tca00010
657509	tca00010
657528	tca00010
657694	tca00010
658327	tca00010
658395	tca00010
658707	tca00010
658808	tca00010
659227	tca00010
659272	tca00010
659361	tca00010
659438	tca00010
659743	tca00010
659747	tca00010
660201	tca00010
660753	tca00010
661224	tca00010
661279	tca00010
661691	tca00010
661705	tca00010
662559	tca00010
662703	tca00010
662731	tca00010
662835	tca00010
663023	tca00010
663379	tca00010
663391	tca00010
663399	tca00010
663656	tca00010
663815	tca00010
664159	tca00010
664168	tca00010
664393	tca00010
103313196	tca00020
655038	tca00020
655448	tca00020
656728	tca00020
657039	tca00020
657289	tca00020
657528	tca00020
657626	tca00020
657644	tca00020
658066	tca00020
658559	tca00020
658667	tca00020
658707	tca00020
659013	tca00020
659315	tca00020
659954	tca00020
660071	tca00020
660087	tca00020
660493	tca00020
660804	tca00020
661014	tca00020
661139	tca00020
661195	tca00020
661403	tca00020
661705	tca00020
662219	tca00020
662339	tca00020
662559	tca00020
662701	tca00020
662783	tca00020
662903	tca00020
663097	tca00020
663379	tca00020
663426	tca00020
663572	tca00020
663732	tca00020
664239	tca00020
664447	tca00020
103313429	tca00030
103314471	tca00030
654888	tca00030
655686	tca00030
656019	tca00030
656103	tca00030
656152	tca00030
656164	tca00030
656355	tca00030
656559	tca00030
656816	tca00030
656885	tca00030
657206	tca00030
658327	tca00030
658808	tca00030
658841	tca00030
660316	tca00030
660692	tca00030
660752	tca00030
660884	tca00030
660928	tca00030
661079	tca00030
662704	tca00030
662716	tca00030
662835	tca00030
662934	tca00030
663399	tca00030
100142257	tca00040
103312110	tca00040
103314471	tca00040
654959	tca00040
656318	tca00040
656777	tca00040
656868	tca00040
656956	tca00040
657451	tca00040
657716	tca00040
657744	tca00040
657793	tca00040
657825	tca00040
657903	tca00040
657943	tca00040
658019	tca00040
658097	tca00040
658259	tca00040
658862	tca00040
658932	tca00040
659664	tca00040
659735	tca00040
659743	tca00040
659908	tca00040
660272	tca00040
660290	tca00040
660308	tca00040
660733	tca00040
660788	tca00040
660841	tca00040
661035	tca00040
661091	tca00040
661140	tca00040
661259	tca00040
661555	tca00040
661646	tca00040
661967	tca00040
662703	tca00040
662731	tca00040
663480	tca00040
663656	tca00040
664474	tca00040
103313429	tca00051
655452	tca00051
656164	tca00051
656561	tca00051
657694	tca00051
657943	tca00051
657985	tca00051
658019	tca00051
658097	tca00051
658327	tca00051
659192	tca00051
659227	tca00051
660741	tca00051
661035	tca00051
661091	tca00051
661140	tca00051
662112	tca00051
662201	tca00051
662908	tca00051
663399	tca00051
663970	tca00051
664393	tca00051
654888	tca00052
655213	tca00052
657035	tca00052
657353	tca00052
657390	tca00052
657694	tca00052
657943	tca00052
658019	tca00052
658031	tca00052
658097	tca00052
658192	tca00052
658327	tca00052
659227	tca00052
659272	tca00052
660201	tca00052
660308	tca00052
662835	tca00052
664111	tca00052
100142257	tca00053
103312110	tca00053
103312192	tca00053
103314817	tca00053
654935	tca00053
654959	tca00053
655896	tca00053
656019	tca00053
656103	tca00053
656152	tca00053
656328	tca00053
656355	tca00053
657451	tca00053
657716	tca00053
657744	tca00053
657793	tca00053
657825	tca00053
657903	tca00053
658395	tca00053
658862	tca00053
658932	tca00053
659438	tca00053
659743	tca00053
659908	tca00053
660290	tca00053
661224	tca00053
661279	tca00053
661555	tca00053
661646	tca00053
661967	tca00053
662703	tca00053
662731	tca00053
663656	tca00053
664474	tca00053
103314459	tca00061
103314884	tca00061
656239	tca00061
658024	tca00061
658362	tca00061
658944	tca00061
659029	tca00061
659179	tca00061
660113	tca00061
660178	tca00061
660342	tca00061
662317	tca00061
662595	tca00061
662899	tca00061
663279	tca00061
664439	tca00061
103315088	tca00062
654965	tca00062
655474	tca00062
655561	tca00062
656186	tca00062
656773	tca00062
656977	tca00062
657055	tca00062
657137	tca00062
657220	tca00062
657574	tca00062
657772	tca00062
658084	tca00062
659089	tca00062
659815	tca00062
659956	tca00062
660197	tca00062
660257	tca00062
660392	tca00062
660433	tca00062
661810	tca00062
662336	tca00062
662823	tca00062
663279	tca00062
664130	tca00062
664297	tca00062
103312192	tca00071
103314817	tca00071
654905	tca00071
655896	tca00071
656239	tca00071
656328	tca00071
656773	tca00071
657543	tca00071
657643	tca00071
658001	tca00071
658395	tca00071
659029	tca00071
659081	tca00071
659438	tca00071
659957	tca00071
660089	tca00071
660326	tca00071
660385	tca00071
660433	tca00071
660569	tca00071
661224	tca00071
661279	tca00071
661684	tca00071
661810	tca00071
662039	tca00071
